Threshold,FAR,FRR
0.10010010010010009,0.49874686716791977,0.0
0.20020020020020018,0.49874686716791977,0.0
0.3003003003003003,0.49874686716791977,0.0
0.40040040040040037,0.3182957393483709,0.017543859649122806
0.4994994994994995,0.11528822055137844,0.10526315789473684
0.5995995995995996,0.0,0.3157894736842105
0.6996996996996997,0.0,0.45864661654135336
0.7997997997997998,0.0,0.5012531328320802
0.8998998998998999,0.0,0.5012531328320802
1.0,0.0,0.5012531328320802
