Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Precision,Recall,F1 Score,Matthews Corr. Coeff.
51,0.17669504168664005,1.0221184616056815,0.9633333333333334,0.755,0.8075,0.755,0.7449285714285715,0.7542796597320932
52,0.06267204142054894,0.7782427940251732,0.98,0.815,0.847,0.815,0.8011428571428572,0.8141805550815693
53,0.03963881022518339,0.8601700027137162,0.99,0.82,0.8606666666666668,0.82,0.8120476190476189,0.8190509697626944
54,0.1015343582555393,0.9326835593156241,0.9666666666666667,0.825,0.85,0.825,0.8093333333333332,0.8241485531466514
55,0.13169112250845363,0.9089916362284051,0.9666666666666667,0.8,0.8511666666666666,0.8,0.7953571428571429,0.7991106536106118
56,0.09978900217614957,0.9151489797283457,0.9666666666666667,0.83,0.8730952380952383,0.83,0.8232222222222221,0.8292046792395755
57,0.06537292221321919,1.0131288385074446,0.98,0.775,0.8454999999999999,0.775,0.7707619047619049,0.7738811376649771
58,0.07790073541265014,1.0400512775095636,0.9766666666666667,0.8,0.8398333333333333,0.8,0.7907142857142857,0.7990499501361727
59,0.0987571500441345,0.9115509081808824,0.97,0.79,0.8365,0.79,0.7800476190476192,0.7891552225558963
60,0.0783102314997092,0.8863799486416823,0.9766666666666667,0.825,0.8671666666666666,0.825,0.8160952380952381,0.8240442820201892
61,0.04452611441027671,1.0136212659129207,0.9866666666666667,0.825,0.8665000000000002,0.825,0.8173809523809523,0.8243154693110254
62,0.07802892629495417,0.7907470597325645,0.9766666666666667,0.835,0.8905,0.835,0.8330952380952381,0.8343663959371996
63,0.03829448424235141,0.7384540553230394,0.9833333333333333,0.85,0.8896666666666667,0.85,0.8464285714285715,0.8491283714051797
64,0.06183195772127587,0.8193515330319704,0.9866666666666667,0.84,0.8673333333333333,0.84,0.828047619047619,0.8391258180307611
65,0.0504886355129865,0.8816650861025778,0.98,0.815,0.8416666666666666,0.815,0.7996666666666666,0.8140156994878609
66,0.07605310201651427,0.9422919105343,0.9766666666666667,0.825,0.8578571428571428,0.825,0.8164444444444446,0.824127695754791
67,0.051690648786276064,0.9383991186085244,0.98,0.82,0.8591666666666667,0.82,0.8146666666666667,0.8189473540691147
68,0.06245764854477469,0.9338991379412653,0.98,0.785,0.8205238095238095,0.785,0.7713492063492063,0.7841362675045269
69,0.03585357673038748,1.0942626029881592,0.9933333333333333,0.83,0.8756666666666666,0.83,0.8260000000000001,0.8292466547226185
70,0.07614310395347777,1.0037162518343519,0.9833333333333333,0.81,0.838190476190476,0.81,0.792920634920635,0.8094309858111246
71,0.018448418048380096,1.1712576441318339,0.9966666666666667,0.81,0.8626666666666668,0.81,0.8037142857142857,0.8096156258133311
72,0.10295071735892146,1.2551582641404104,0.9766666666666667,0.77,0.7858571428571429,0.77,0.744873015873016,0.7690763618518183
73,0.04967631243630559,1.1570840811404435,0.9766666666666667,0.81,0.8621666666666666,0.81,0.8027619047619048,0.8091440189556078
74,0.14137131187251473,1.1792717821655898,0.9666666666666667,0.78,0.8178333333333334,0.78,0.7715238095238095,0.7785449044853321
75,0.01658456729683344,1.206722306703812,0.9933333333333333,0.81,0.8715,0.81,0.8093333333333332,0.808959701354396
76,0.03402362033259945,0.8828801042774521,0.9933333333333333,0.815,0.873,0.815,0.8134285714285714,0.8139539044525741
77,0.025633343754573518,0.988311843492496,0.9866666666666667,0.84,0.8838333333333334,0.84,0.8352619047619048,0.8393594188046017
78,0.006238118711137825,1.0801108778453457,0.9966666666666667,0.82,0.8675000000000002,0.82,0.8156666666666667,0.8191131580600971
79,0.07787855130075241,1.0532161674953193,0.9866666666666667,0.8,0.8473333333333334,0.8,0.7923809523809524,0.799151130280442
80,0.03164015050476081,1.0670127024868075,0.99,0.81,0.8693333333333334,0.81,0.8041904761904761,0.8090620844691485
81,0.05416022999835848,1.2197366864727042,0.9766666666666667,0.8,0.8471666666666667,0.8,0.7890952380952382,0.7991308911767102
82,0.0067271106914963495,1.3335300667284151,0.9966666666666667,0.84,0.8919999999999999,0.84,0.8371428571428571,0.8392107411984748
83,0.002578935656417537,1.0552534632168469,1.0,0.82,0.8506666666666667,0.82,0.8080476190476191,0.8190302434776335
84,0.01913498542355003,1.3675369942769193,0.9933333333333333,0.815,0.8738333333333334,0.815,0.8140952380952382,0.8139333092346653
85,0.026219220971783083,2.2778030820395387,0.99,0.79,0.8426515151515152,0.79,0.7837435897435897,0.7895754063985941
86,0.07908620736119254,1.5691107315641364,0.9866666666666667,0.8,0.8135238095238095,0.8,0.7784920634920636,0.7991916131015862
87,0.1806675614586106,1.06687795725968,0.97,0.79,0.8193333333333334,0.79,0.7785714285714286,0.7889553706463537
88,0.03932822092663488,1.1029670048362588,0.9866666666666667,0.815,0.8398333333333333,0.815,0.803047619047619,0.8140156994878609
89,0.0717207517759204,1.0215323071309448,0.9766666666666667,0.8,0.8461666666666667,0.8,0.7911428571428573,0.7993333514396876
90,0.06336988315863043,0.9656625549487117,0.9933333333333333,0.8,0.8498333333333333,0.8,0.7897142857142857,0.7989892604934301
91,0.027424736994496587,0.8714085120755594,0.9933333333333333,0.84,0.8773333333333333,0.84,0.831047619047619,0.8391258180307611
92,0.055625151666816045,1.2336519889101702,0.9766666666666667,0.815,0.8686904761904763,0.815,0.8074444444444444,0.8142011690740804
93,0.011727507230576795,1.2135826247896595,0.9966666666666667,0.835,0.8813333333333334,0.835,0.8274285714285715,0.8342819202463952
94,0.055360162242504646,0.8498910918625193,0.9933333333333333,0.85,0.9061666666666666,0.85,0.8471428571428572,0.849364696939768
95,0.08464473788886878,0.8681718222103507,0.9766666666666667,0.81,0.8653571428571428,0.81,0.8067777777777778,0.8094309858111246
96,0.05054681392654691,0.6595529364139179,0.9833333333333333,0.83,0.8936666666666667,0.83,0.8304761904761904,0.829267644854745
97,0.024307795867392082,0.7658010145025882,0.99,0.805,0.8708571428571429,0.805,0.8042063492063493,0.804046154547186
98,0.016622668798810972,0.7708872823608479,0.9933333333333333,0.84,0.8673333333333333,0.84,0.8257142857142857,0.8393381743084946
99,0.001484074842400697,0.8567409848460598,1.0,0.845,0.8816666666666667,0.845,0.8340000000000001,0.8442875903327942
100,0.02262165021112568,1.2517205323140546,0.99,0.82,0.8858571428571429,0.82,0.815873015873016,0.8194450683844355
101,0.0028098561063576474,1.481526312312984,1.0,0.83,0.8883571428571428,0.83,0.8252063492063492,0.8293936191286856
102,0.08061014573369372,1.0741593579911324,0.9833333333333333,0.825,0.8703333333333334,0.825,0.8208571428571428,0.8241902726816269
103,0.07998905150882893,1.0581752866904248,0.9866666666666667,0.81,0.8531666666666666,0.81,0.7997142857142857,0.8093694672105561
104,0.03076639397618955,1.0066109766792666,0.9966666666666667,0.805,0.8398333333333333,0.805,0.7943809523809524,0.804046154547186
105,0.028411351552958618,1.0160584770560483,0.9933333333333333,0.83,0.8685238095238096,0.83,0.8251587301587301,0.8291207473926842
106,0.07404073276992125,0.9574292935809856,0.9833333333333333,0.83,0.8673333333333333,0.83,0.820047619047619,0.8290158684159327
107,0.06377402623119184,0.9724109995941244,0.9833333333333333,0.825,0.8645555555555555,0.825,0.8150173160173161,0.8244616041790279
108,0.015353508131125697,0.8560005258803622,0.9966666666666667,0.865,0.9023333333333333,0.865,0.8577142857142855,0.8644881731622843
109,0.0060096908143484505,1.099635591510848,0.9966666666666667,0.835,0.8741666666666665,0.835,0.8270000000000001,0.8341341495074741
110,0.013286047702142695,1.096857540776008,0.9933333333333333,0.855,0.8855,0.855,0.8447619047619048,0.8542907424530037
111,0.1667095365380891,0.8375105701925917,0.9733333333333334,0.805,0.8715,0.805,0.803047619047619,0.8041886816271957
112,0.01183947757287098,0.8177451488129154,0.9966666666666667,0.825,0.8781666666666668,0.825,0.8217142857142857,0.8242945992440733
113,0.034760654757986655,0.9455635358210265,0.98,0.84,0.8846666666666667,0.84,0.835095238095238,0.8391045912668346
114,0.008841949318622705,1.1814043953225646,1.0,0.84,0.8888333333333334,0.84,0.8390952380952382,0.8390409206389988
115,0.05443907921245066,0.8559417749381505,0.99,0.835,0.8741666666666665,0.835,0.8303333333333334,0.833944273884513
116,0.019936430372681783,0.85815172020646,0.9966666666666667,0.82,0.8508333333333334,0.82,0.811,0.8188644898218046
117,0.026346671354088188,1.048797807535403,0.9933333333333333,0.85,0.885,0.85,0.8413333333333334,0.8491283714051797
118,0.009013162992131759,1.2791232870852047,0.9966666666666667,0.855,0.885,0.855,0.8443333333333334,0.8541179053175637
119,0.05755053889270812,1.3052034701361088,0.9866666666666667,0.815,0.8503333333333333,0.815,0.802809523809524,0.8141393317932676
120,0.08376343991335217,1.222862983248416,0.98,0.835,0.8811904761904762,0.835,0.8324444444444445,0.8341130458111353
121,0.003283025286252368,1.2489045077736043,1.0,0.825,0.8685238095238097,0.825,0.8168253968253968,0.824231998552945
122,0.04575610256933582,1.3453859937705812,0.9866666666666667,0.805,0.8385238095238096,0.805,0.7908253968253968,0.8041886816271957
123,0.028748833865324622,1.1006758605525795,0.9933333333333333,0.82,0.8565,0.82,0.810047619047619,0.8189680740618837
124,0.0022521358491050356,1.2066331894251494,1.0,0.82,0.8638333333333335,0.82,0.8117619047619048,0.8190302434776335
125,0.002761545765029183,1.3157527465123957,1.0,0.83,0.8773333333333332,0.83,0.8250476190476189,0.8290787910256107
126,0.030377345652098455,1.7761528824866102,0.9966666666666667,0.825,0.8575,0.825,0.816,0.824211134825143
127,0.09415231346789021,1.4314665448687949,0.98,0.815,0.854857142857143,0.815,0.8025873015873014,0.8143248859186784
128,0.021088018626993162,1.6131088492786687,0.9933333333333333,0.85,0.894,0.85,0.8437142857142856,0.8494506824326933
129,0.009113474624026759,1.4107760999928758,0.9933333333333333,0.86,0.8896666666666667,0.86,0.8530952380952381,0.8592587741483723
130,0.12286211612574927,0.8970878297580117,0.98,0.825,0.8626666666666667,0.825,0.8157142857142857,0.8245869245158061
131,0.04334508181318668,0.9199001991031411,0.99,0.84,0.8773333333333332,0.84,0.8313809523809523,0.8391682763918088
132,0.07883613418969401,0.9632048839703411,0.98,0.845,0.8733333333333334,0.845,0.836,0.8439673193759587
133,0.07980080651588435,0.8764693501660317,0.9866666666666667,0.845,0.8633333333333333,0.845,0.8296666666666666,0.8440953840163422
134,0.024883919793924417,0.8196928179857096,0.99,0.82,0.8440000000000001,0.82,0.8057142857142857,0.8191131580600971
135,0.016819240557069768,0.8976694669406037,0.99,0.82,0.8541666666666665,0.82,0.8120000000000002,0.8189266356489212
136,0.029398573021789384,1.1972781188134336,0.9933333333333333,0.825,0.8631666666666666,0.825,0.8177142857142856,0.8239608936085184
137,0.037298190434466034,0.8864428130121003,0.9933333333333333,0.85,0.8771666666666667,0.85,0.8397619047619048,0.849278737553156
138,0.0002921471745767216,0.8468981367933393,1.0,0.86,0.8931666666666667,0.86,0.8513809523809523,0.8593022424055974
139,0.010979207711355177,1.3281005715130567,0.9933333333333333,0.835,0.8423333333333334,0.835,0.8170476190476191,0.8340919437164938
140,0.0006802518819359212,1.3756428658672126,1.0,0.85,0.8916666666666667,0.85,0.8443333333333333,0.8491498473936856
141,0.04416820636668383,1.1688143136678066,0.9866666666666667,0.865,0.882,0.865,0.8514761904761903,0.8644225598516391
142,0.0011433602864874123,1.2419514422822777,1.0,0.865,0.9023333333333333,0.865,0.8577142857142858,0.8644881731622843
143,0.08136204348797542,1.7809883845423402,0.9866666666666667,0.835,0.8606666666666666,0.835,0.8227142857142858,0.8343452746088094
144,0.07030346306005697,1.5312278314998673,0.98,0.845,0.8865238095238095,0.845,0.8365873015873017,0.8445440697849156
145,0.03787788332356442,1.6998664498449838,0.9866666666666667,0.845,0.878,0.845,0.835095238095238,0.8443516882886508
146,0.038315021555490415,1.4457181045770584,0.9866666666666667,0.815,0.8569999999999999,0.815,0.8075238095238096,0.8140775085996438
147,0.02092948469953439,1.6821358380132887,0.99,0.83,0.8781666666666668,0.83,0.8240476190476191,0.8291836938882559
148,0.028264606057056506,1.7512721459358698,0.99,0.82,0.8578571428571429,0.82,0.8107777777777777,0.8190716976213259
149,0.008526357087300505,1.6210411538776075,0.9966666666666667,0.835,0.8820555555555555,0.835,0.8290173160173161,0.8345988364668463
150,0.08694768466046762,1.1912666451375948,0.9866666666666667,0.84,0.85,0.84,0.8236666666666664,0.8389984816050252
151,0.012105348790307745,1.1111042623718468,0.9966666666666667,0.845,0.8689999999999999,0.845,0.8330476190476191,0.8441807928381754
152,0.0051436011362553085,1.3005656191286743,0.9966666666666667,0.84,0.8756666666666666,0.84,0.8337142857142859,0.8390409206389988
153,0.02389876527298327,1.6331950665406907,0.9866666666666667,0.825,0.8496666666666667,0.825,0.8090952380952382,0.8243780890244196
154,0.044905027007412834,1.8141974229219744,0.9933333333333333,0.83,0.8564999999999999,0.83,0.813047619047619,0.829372619429498
155,0.0009124214520338351,1.8474656414432329,1.0,0.85,0.8733333333333334,0.85,0.8353333333333333,0.8492357676455895
156,0.017747421366534937,1.6234490782423094,0.99,0.845,0.8723333333333333,0.845,0.8343809523809523,0.8441167337914652
157,0.0003898582546486532,1.6873808402823938,1.0,0.84,0.8706666666666668,0.84,0.830047619047619,0.839083366113701
158,0.04514352646903996,1.4034434947922083,0.9933333333333333,0.79,0.8326904761904763,0.79,0.7811587301587302,0.7889953288813636
